payment_id,customer_id,amount,timestamp,payment_status,failure_reason,attempt_number,payment_method,customer_lifetime_value,customer_total_payments,customer_success_rate,customer_failure_rate,average_payment,days_since_last_success,recovery_probability_ground_truth,recoverable,baseline_action,optimal_action,recovered,amount_recovered,split
PAY200150,C103493,31645.44,2026-04-17 21:45:44,failed,expired_card,1,wallet,557301.19,22,0.8903,0.1097,28451.74,48,0.4649,1,retry,send_payment_link,1,31645.44,train
PAY200151,C102958,3111.31,2026-04-07 18:44:29,failed,insufficient_funds,1,upi,54735.21,18,0.9437,0.0563,3222.42,23,0.8096,1,retry,schedule_retry,1,3111.31,train
PAY200152,C103261,3421.95,2026-06-10 14:40:46,failed,insufficient_funds,1,upi,126879.41,26,0.9312,0.0688,5240.74,32,0.7729,1,retry,schedule_retry,1,3421.95,train
PAY200153,C103056,4908.85,2026-06-15 21:33:16,failed,bank_decline,1,netbanking,84059.4,23,0.9003,0.0997,4059.46,48,0.555,1,retry,send_payment_link,0,0.0,train
PAY200154,C103342,4146.56,2026-07-01 20:33:15,failed,network_error,2,netbanking,25599.01,5,0.759,0.241,6745.47,26,0.7234,0,retry,schedule_retry,0,0.0,validation
PAY200155,C101717,12616.2,2026-01-20 10:11:13,failed,insufficient_funds,3,card,73251.45,6,0.9091,0.0909,13429.07,30,0.617,0,stop,stop,0,0.0,train
PAY200156,C100821,6212.58,2026-06-12 12:18:45,failed,insufficient_funds,2,card,59233.8,9,0.892,0.108,7378.01,31,0.7286,1,retry,schedule_retry,1,6212.58,test
PAY200157,C103844,3917.92,2026-07-15 01:16:21,failed,network_error,1,card,17370.45,8,0.636,0.364,3413.91,43,0.6893,1,retry,retry,0,0.0,train
PAY200158,C100009,3779.25,2026-01-27 23:14:45,failed,bank_decline,1,netbanking,46369.38,10,0.995,0.005,4660.24,81,0.6119,0,retry,send_payment_link,1,3779.25,test
PAY200159,C101621,13903.15,2026-05-05 04:36:15,failed,expired_card,2,upi,410588.72,34,0.7743,0.2257,15596.95,19,0.3432,0,retry,send_payment_link,1,13903.15,validation
PAY200160,C102905,3428.24,2026-01-30 13:58:23,failed,expired_card,1,upi,30231.45,7,0.9159,0.0841,4715.22,19,0.5147,1,retry,send_payment_link,1,3428.24,train
PAY200161,C103172,6160.91,2026-01-09 18:46:38,failed,payment_method_invalid,2,card,95203.13,15,0.9444,0.0556,6720.59,65,0.2409,0,retry,send_payment_link,0,0.0,train
PAY200162,C102742,5561.83,2026-07-16 20:17:05,failed,authentication_failure,1,netbanking,12881.63,3,0.8323,0.1677,5159.14,56,0.5455,1,retry,send_payment_link,1,5561.83,test
PAY200163,C101958,29421.38,2026-01-10 15:26:22,failed,network_error,2,upi,1404532.66,44,0.9608,0.0392,33225.14,29,0.98,1,retry,schedule_retry,1,29421.38,validation
PAY200164,C103689,2636.2,2026-03-16 03:01:35,failed,bank_decline,1,card,59398.42,21,0.9614,0.0386,2941.94,4,0.5911,0,retry,send_payment_link,1,2636.2,validation
PAY200165,C100940,5205.78,2026-05-29 08:57:12,failed,insufficient_funds,1,wallet,97788.4,22,0.9045,0.0955,4914.47,87,0.7681,1,retry,schedule_retry,0,0.0,train
PAY200166,C100568,6305.85,2026-02-25 02:26:20,failed,payment_method_invalid,2,card,61782.18,16,0.8693,0.1307,4441.95,19,0.2626,0,retry,send_payment_link,1,6305.85,train
PAY200167,C102515,68699.69,2026-01-25 01:04:01,failed,bank_decline,1,card,3081427.68,62,0.9388,0.0612,52938.5,30,0.6356,1,retry,escalate,1,68699.69,train
PAY200168,C101281,4618.98,2026-01-05 10:52:34,failed,insufficient_funds,1,card,117433.5,17,0.9509,0.0491,7264.48,44,0.8249,1,retry,schedule_retry,1,4618.98,test
PAY200169,C101876,4501.01,2026-03-12 00:37:05,failed,expired_card,1,wallet,50035.17,16,0.9088,0.0912,3440.84,38,0.4606,1,retry,send_payment_link,0,0.0,train
PAY200170,C101827,7458.22,2026-06-07 17:44:44,failed,bank_decline,2,netbanking,84865.16,21,0.8746,0.1254,4620.8,15,0.4749,0,retry,send_payment_link,0,0.0,test
PAY200171,C101056,10439.32,2026-01-10 04:22:16,failed,payment_method_invalid,1,upi,172681.98,35,0.605,0.395,8154.64,43,0.0922,0,retry,send_payment_link,0,0.0,test
PAY200172,C103993,5070.6,2026-06-04 00:51:10,failed,insufficient_funds,1,card,211100.98,20,0.8944,0.1056,11801.04,27,0.7588,1,retry,schedule_retry,1,5070.6,train
PAY200173,C101530,4435.6,2026-06-02 09:59:07,failed,network_error,1,card,53154.14,15,0.8765,0.1235,4043.05,119,0.853,1,retry,schedule_retry,0,0.0,train
PAY200174,C102681,114960.92,2026-07-11 15:15:11,failed,payment_method_invalid,3,netbanking,4722309.19,67,0.995,0.005,70836.41,3,0.0792,0,stop,stop,0,0.0,train
PAY200175,C100639,24948.57,2026-06-14 23:12:19,failed,network_error,2,card,464707.78,16,0.995,0.005,29190.19,13,0.9032,1,retry,schedule_retry,1,24948.57,validation
PAY200176,C103964,6392.81,2026-06-18 22:24:18,failed,network_error,2,card,19678.51,10,0.8494,0.1506,2316.65,52,0.7378,0,retry,schedule_retry,1,6392.81,train
PAY200177,C103948,26398.4,2026-01-22 19:18:26,failed,bank_decline,2,card,1052875.22,20,0.9297,0.0703,56621.89,33,0.5939,1,retry,send_payment_link,0,0.0,validation
PAY200178,C100276,9108.29,2026-04-15 17:59:17,failed,expired_card,1,upi,242484.68,31,0.9039,0.0961,8654.1,53,0.4452,0,retry,send_payment_link,0,0.0,train
PAY200179,C102572,24134.61,2026-04-24 17:28:50,failed,insufficient_funds,2,upi,821145.72,45,0.9739,0.0261,18736.27,47,0.7691,0,retry,schedule_retry,0,0.0,validation
PAY200180,C102378,2462.3,2026-07-12 02:04:59,failed,insufficient_funds,3,upi,5056.12,3,0.727,0.273,2318.37,43,0.4996,1,stop,stop,0,0.0,train
PAY200181,C100694,23251.83,2026-04-10 17:00:23,failed,network_error,3,upi,328496.35,23,0.6483,0.3517,22031.75,39,0.5704,0,stop,stop,0,0.0,train
PAY200182,C103077,2793.46,2026-02-17 00:12:12,failed,insufficient_funds,1,card,86149.3,25,0.8572,0.1428,4020.18,28,0.6616,1,retry,retry,1,2793.46,train
PAY200183,C103058,4683.94,2026-06-04 04:36:37,failed,network_error,1,card,64305.63,12,0.9354,0.0646,5728.77,32,0.9199,1,retry,schedule_retry,1,4683.94,train
PAY200184,C103376,6617.33,2026-05-11 22:51:44,failed,network_error,1,card,4182.39,1,0.7726,0.2274,5413.57,56,0.8918,0,retry,schedule_retry,1,6617.33,train
PAY200185,C102407,3223.04,2026-03-13 02:55:49,failed,expired_card,2,card,126974.45,20,0.94,0.06,6753.98,34,0.3667,0,retry,send_payment_link,0,0.0,test
PAY200186,C102828,47796.9,2026-01-19 10:02:34,failed,bank_decline,1,card,1628940.74,51,0.9174,0.0826,34816.8,11,0.6783,1,retry,retry,1,47796.9,train
PAY200187,C102890,2889.9,2026-07-06 07:48:02,failed,network_error,1,card,7837.82,3,0.8687,0.1313,3007.59,13,0.9243,1,retry,schedule_retry,1,2889.9,test
PAY200188,C103069,12397.51,2026-02-03 20:07:53,failed,insufficient_funds,3,card,77820.62,9,0.8462,0.1538,10218.5,44,0.5013,0,stop,stop,0,0.0,test
PAY200189,C102337,15422.89,2026-05-26 04:18:09,failed,network_error,2,netbanking,136019.03,13,0.9123,0.0877,11468.66,26,0.8041,1,retry,schedule_retry,1,15422.89,train
PAY200190,C102978,24565.91,2026-02-01 22:04:50,failed,insufficient_funds,2,upi,81927.55,15,0.8204,0.1796,6657.67,55,0.6289,1,retry,retry,1,24565.91,train
PAY200191,C100241,191833.95,2026-04-25 23:36:21,failed,payment_method_invalid,1,card,5849380.23,50,0.995,0.005,117575.48,41,0.1948,0,retry,escalate,0,0.0,train
PAY200192,C102470,2483.02,2026-07-10 08:01:25,failed,insufficient_funds,1,upi,60199.22,16,0.995,0.005,3781.36,59,0.8451,1,retry,schedule_retry,1,2483.02,train
PAY200193,C100812,12195.67,2026-03-11 17:05:22,failed,authentication_failure,1,netbanking,109658.16,27,0.7097,0.2903,5722.93,21,0.4546,1,retry,send_payment_link,0,0.0,train
PAY200194,C101628,1234.87,2026-07-18 07:28:53,failed,bank_decline,2,netbanking,4596.75,2,0.7201,0.2799,3191.95,21,0.4096,0,retry,stop,0,0.0,train
PAY200195,C103074,39257.71,2026-07-07 08:41:16,failed,authentication_failure,2,upi,1259649.21,31,0.8862,0.1138,45853.74,106,0.53,1,retry,send_payment_link,1,39257.71,validation
PAY200196,C100455,2981.82,2026-06-07 06:14:03,failed,authentication_failure,2,card,6364.46,3,0.756,0.244,2806.04,13,0.445,1,retry,stop,0,0.0,train
PAY200197,C103017,3806.8,2026-03-12 11:30:46,failed,authentication_failure,1,card,12690.59,4,0.7441,0.2559,4263.92,14,0.5742,1,retry,send_payment_link,0,0.0,train
PAY200198,C101038,3270.47,2026-05-10 18:10:46,failed,bank_decline,2,wallet,86848.97,34,0.862,0.138,2963.34,27,0.4698,0,retry,send_payment_link,1,3270.47,train
PAY200199,C103015,6423.16,2026-05-04 00:30:44,failed,insufficient_funds,2,card,196753.95,34,0.8493,0.1507,6813.96,29,0.5985,0,retry,send_payment_link,0,0.0,validation
PAY200200,C103066,6301.46,2026-07-13 22:58:48,failed,expired_card,1,wallet,111733.52,31,0.8967,0.1033,4019.34,57,0.4686,1,retry,send_payment_link,1,6301.46,train
PAY200201,C100060,5992.46,2026-05-28 20:53:01,failed,insufficient_funds,2,netbanking,77646.85,11,0.995,0.005,7094.28,75,0.6409,0,retry,retry,1,5992.46,test
PAY200202,C100935,11269.45,2026-04-19 16:56:30,failed,network_error,1,upi,141463.34,13,0.9273,0.0727,11734.93,60,0.8924,1,retry,schedule_retry,1,11269.45,train
PAY200203,C103220,7131.92,2026-04-03 09:51:58,failed,authentication_failure,2,upi,55077.11,16,0.8973,0.1027,3836.48,20,0.5697,0,retry,send_payment_link,1,7131.92,train
PAY200204,C101368,9619.87,2026-07-09 20:11:57,failed,bank_decline,2,card,5242.54,1,0.7648,0.2352,6855.06,42,0.4467,0,retry,stop,0,0.0,train
PAY200205,C101756,2665.08,2026-06-04 20:57:50,failed,insufficient_funds,2,netbanking,8694.62,4,0.7685,0.2315,2828.35,43,0.5859,1,retry,send_payment_link,0,0.0,validation
PAY200206,C100062,9868.3,2026-06-14 07:54:52,failed,payment_method_invalid,4,upi,71377.7,10,0.8533,0.1467,8364.67,11,0.0478,0,stop,stop,0,0.0,validation
PAY200207,C102774,42780.09,2026-01-29 05:29:30,failed,insufficient_funds,2,card,732371.83,34,0.9698,0.0302,22212.25,71,0.7863,1,retry,schedule_retry,1,42780.09,train
PAY200208,C100373,1441.49,2026-05-07 01:23:10,failed,authentication_failure,1,card,61034.66,29,0.8993,0.1007,2340.3,50,0.5851,1,retry,send_payment_link,0,0.0,train
PAY200209,C101088,3636.03,2026-07-30 17:33:11,failed,expired_card,1,upi,31504.51,6,0.9869,0.0131,5320.2,22,0.4545,0,retry,send_payment_link,1,3636.03,train
PAY200210,C101907,9519.66,2026-07-26 02:42:45,failed,insufficient_funds,2,upi,45240.18,5,0.7773,0.2227,11640.28,62,0.636,1,retry,retry,1,9519.66,train
PAY200211,C103078,6743.15,2026-03-31 18:41:11,failed,insufficient_funds,2,card,89603.59,18,0.7965,0.2035,6249.55,69,0.6656,1,retry,retry,0,0.0,validation
PAY200212,C101993,7411.6,2026-06-25 18:17:12,failed,payment_method_invalid,2,card,15771.08,4,0.7466,0.2534,5280.98,25,0.1579,0,retry,send_payment_link,0,0.0,train
PAY200213,C103929,5120.51,2026-05-25 14:58:21,failed,insufficient_funds,2,card,78675.72,18,0.6531,0.3469,6692.3,27,0.4868,0,retry,send_payment_link,0,0.0,test
PAY200214,C102089,5060.28,2026-06-22 16:40:14,failed,payment_method_invalid,1,netbanking,117690.76,17,0.984,0.016,7035.69,39,0.4142,1,retry,send_payment_link,1,5060.28,train
PAY200215,C101014,2946.75,2026-05-29 15:23:58,failed,network_error,2,card,89320.79,22,0.8706,0.1294,4663.56,15,0.8557,1,retry,schedule_retry,1,2946.75,train
PAY200216,C100763,1582.67,2026-01-10 09:21:29,failed,network_error,2,card,1705.43,1,0.7748,0.2252,2200.99,65,0.7611,1,retry,schedule_retry,1,1582.67,train
PAY200217,C103136,26272.44,2026-04-16 04:41:10,failed,expired_card,3,netbanking,1874452.08,57,0.995,0.005,33050.38,30,0.3753,1,stop,stop,0,0.0,train
PAY200218,C101838,22006.61,2026-06-01 00:06:02,failed,bank_decline,2,card,1319076.67,30,0.937,0.063,46925.08,49,0.5778,1,retry,send_payment_link,0,0.0,train
PAY200219,C102419,15612.7,2026-03-09 07:07:27,failed,network_error,2,upi,266754.13,23,0.6104,0.3896,19002.08,46,0.6115,1,retry,send_payment_link,0,0.0,train
PAY200220,C101480,5887.04,2026-05-06 08:07:40,failed,expired_card,2,upi,260437.42,34,0.9012,0.0988,8500.15,26,0.3824,1,retry,send_payment_link,1,5887.04,test
PAY200221,C101092,2253.13,2026-02-19 05:51:34,failed,network_error,1,upi,38688.6,18,0.9008,0.0992,2386.16,33,0.9554,1,retry,schedule_retry,1,2253.13,train
PAY200222,C102399,22458.11,2026-05-23 19:27:17,failed,insufficient_funds,2,card,159891.38,14,0.9214,0.0786,12395.45,44,0.7034,1,retry,retry,1,22458.11,test
PAY200223,C101177,6094.27,2026-03-21 17:39:02,failed,authentication_failure,3,card,81605.73,9,0.8518,0.1482,10644.65,35,0.4129,1,stop,stop,0,0.0,train
PAY200224,C103999,1937.66,2026-01-05 06:33:57,failed,bank_decline,2,netbanking,3777.46,4,0.695,0.305,1358.8,72,0.3462,1,retry,stop,0,0.0,train
PAY200225,C102926,11612.09,2026-02-11 19:25:52,failed,expired_card,3,upi,87956.66,16,0.8487,0.1513,6477.63,11,0.3227,0,stop,stop,0,0.0,validation
PAY200226,C103278,7143.28,2026-04-05 20:41:36,failed,bank_decline,1,netbanking,152218.54,32,0.9334,0.0666,5096.06,42,0.5569,1,retry,send_payment_link,1,7143.28,train
PAY200227,C101137,6153.39,2026-02-08 11:38:30,failed,bank_decline,3,card,96572.97,19,0.9312,0.0688,5458.44,11,0.3321,0,stop,stop,0,0.0,test
PAY200228,C100117,14713.73,2026-04-25 17:54:11,failed,insufficient_funds,2,card,251755.51,32,0.8469,0.1531,9289.53,33,0.6336,0,retry,retry,1,14713.73,train
PAY200229,C100191,22322.62,2026-06-16 02:30:49,failed,payment_method_invalid,2,card,266966.61,15,0.995,0.005,17887.21,45,0.3059,1,retry,send_payment_link,1,22322.62,train
PAY200230,C103435,15341.82,2026-03-20 07:31:06,failed,network_error,1,card,278747.2,28,0.9572,0.0428,10400.35,66,0.9218,0,retry,schedule_retry,1,15341.82,train
PAY200231,C103495,9440.47,2026-07-01 21:22:20,failed,payment_method_invalid,1,card,458416.43,56,0.9039,0.0961,9056.38,21,0.395,1,retry,send_payment_link,1,9440.47,train
PAY200232,C102718,2215.88,2026-01-11 22:42:25,failed,authentication_failure,2,upi,6732.11,3,0.6987,0.3013,3211.57,41,0.4899,1,retry,send_payment_link,0,0.0,train
PAY200233,C102355,25869.73,2026-03-16 13:23:34,failed,expired_card,2,card,1018805.13,65,0.9105,0.0895,17214.64,22,0.3946,1,retry,send_payment_link,0,0.0,test
PAY200234,C100836,74853.09,2026-05-22 10:35:21,failed,network_error,1,card,1930403.58,68,0.9454,0.0546,30028.83,15,0.9641,1,retry,escalate,1,74853.09,validation
PAY200235,C103033,9959.32,2026-03-27 18:38:49,failed,insufficient_funds,2,card,75954.26,7,0.9671,0.0329,11219.51,31,0.7071,0,retry,retry,0,0.0,train
PAY200236,C102065,4077.28,2026-02-09 16:06:42,failed,network_error,3,upi,75710.11,32,0.5849,0.4151,4045.18,51,0.5899,1,stop,stop,0,0.0,train
PAY200237,C102412,12308.84,2026-04-27 19:24:13,failed,expired_card,2,card,375302.49,33,0.9609,0.0391,11835.67,26,0.4393,0,retry,send_payment_link,0,0.0,validation
PAY200238,C100095,1888.88,2026-04-20 14:08:04,failed,network_error,2,upi,41794.32,14,0.9451,0.0549,3158.64,22,0.8734,1,retry,schedule_retry,1,1888.88,train
PAY200239,C102065,3006.06,2026-04-17 05:19:25,failed,insufficient_funds,1,card,75710.11,32,0.5849,0.4151,4045.18,51,0.6307,1,retry,retry,1,3006.06,train
PAY200240,C102774,24710.46,2026-07-25 20:26:21,failed,bank_decline,2,card,732371.83,34,0.9698,0.0302,22212.25,71,0.5948,1,retry,send_payment_link,1,24710.46,train
PAY200241,C103079,4651.16,2026-05-11 16:36:59,failed,insufficient_funds,1,wallet,56658.23,13,0.9068,0.0932,4806.53,32,0.8045,1,retry,schedule_retry,1,4651.16,train
PAY200242,C100581,2086.92,2026-03-30 06:54:31,failed,network_error,1,netbanking,31952.08,17,0.9059,0.0941,2074.75,28,0.8954,1,retry,schedule_retry,0,0.0,train
PAY200243,C100128,2170.97,2026-04-14 06:07:53,failed,bank_decline,1,card,1472.15,1,0.6844,0.3156,2150.92,44,0.5294,0,retry,send_payment_link,0,0.0,test
PAY200244,C103422,3484.8,2026-04-09 00:46:57,failed,insufficient_funds,1,card,120137.5,34,0.9735,0.0265,3629.46,41,0.7789,1,retry,schedule_retry,1,3484.8,train
PAY200245,C101247,6389.82,2026-03-12 11:19:58,failed,insufficient_funds,1,card,218760.91,28,0.9353,0.0647,8353.73,33,0.7742,1,retry,schedule_retry,0,0.0,train
PAY200246,C101891,18613.51,2026-01-24 19:58:21,failed,insufficient_funds,1,upi,920177.63,60,0.9594,0.0406,15985.21,24,0.9591,1,retry,schedule_retry,1,18613.51,train
PAY200247,C102509,9778.57,2026-05-01 19:39:40,failed,bank_decline,1,card,100710.91,13,0.8888,0.1112,8716.45,17,0.5736,1,retry,send_payment_link,1,9778.57,train
PAY200248,C101965,2159.35,2026-03-17 18:43:38,failed,payment_method_invalid,1,card,11334.21,5,0.7714,0.2286,2938.49,57,0.289,1,retry,send_payment_link,0,0.0,train
PAY200249,C103775,3583.44,2026-03-24 11:27:23,failed,insufficient_funds,2,upi,16490.85,6,0.8868,0.1132,3099.27,11,0.7532,1,retry,schedule_retry,0,0.0,train
PAY200250,C103369,2141.28,2026-01-25 11:57:53,failed,expired_card,1,upi,46325.32,19,0.9154,0.0846,2663.41,47,0.4771,0,retry,send_payment_link,0,0.0,train
PAY200251,C101574,3001.67,2026-06-23 13:54:47,failed,insufficient_funds,1,card,5936.49,3,0.8285,0.1715,2388.31,63,0.7356,1,retry,schedule_retry,1,3001.67,train
PAY200252,C100764,1694.11,2026-03-14 18:16:32,failed,expired_card,3,card,16586.78,15,0.6429,0.3571,1719.9,51,0.0292,0,stop,stop,0,0.0,train
PAY200253,C103901,118235.05,2026-02-17 04:29:39,failed,insufficient_funds,1,upi,2152132.9,21,0.995,0.005,102997.51,17,0.8097,1,retry,escalate,1,118235.05,train
PAY200254,C102833,35304.14,2026-06-28 04:16:08,failed,authentication_failure,3,netbanking,623674.81,19,0.9889,0.0111,33194.8,8,0.5588,1,stop,stop,0,0.0,test
PAY200255,C103021,26873.88,2026-04-20 06:14:36,failed,expired_card,5,card,1636311.2,60,0.995,0.005,27408.9,56,0.2062,0,stop,stop,0,0.0,validation
PAY200256,C101856,8574.41,2026-07-31 11:27:50,failed,expired_card,1,netbanking,173056.73,25,0.9052,0.0948,7646.97,49,0.4421,0,retry,send_payment_link,1,8574.41,train
PAY200257,C101939,2887.23,2026-06-20 16:18:21,failed,insufficient_funds,1,card,1771.02,1,0.8237,0.1763,2150.19,17,0.7621,0,retry,schedule_retry,1,2887.23,train
PAY200258,C100727,1710.98,2026-06-16 05:06:33,failed,authentication_failure,1,card,1282.23,1,0.7817,0.2183,1640.32,9,0.5409,1,retry,send_payment_link,1,1710.98,train
PAY200259,C101716,11745.98,2026-01-12 20:17:41,failed,insufficient_funds,3,card,109909.61,10,0.9705,0.0295,11325.07,35,0.563,1,stop,stop,0,0.0,validation
PAY200260,C102170,8200.99,2026-02-26 04:11:07,failed,bank_decline,2,upi,104076.43,12,0.9344,0.0656,9282.32,16,0.5454,0,retry,send_payment_link,0,0.0,train
PAY200261,C100517,10860.29,2026-07-14 03:23:38,failed,authentication_failure,1,wallet,1120107.75,57,0.9574,0.0426,20525.18,8,0.7219,1,retry,retry,1,10860.29,train
PAY200262,C102541,7179.06,2026-07-13 15:48:48,failed,expired_card,1,upi,59921.82,9,0.9384,0.0616,7094.76,84,0.4681,0,retry,send_payment_link,0,0.0,train
PAY200263,C102460,13155.3,2026-02-22 20:46:13,failed,authentication_failure,2,card,1203421.37,67,0.8765,0.1235,20492.1,53,0.6047,0,retry,send_payment_link,0,0.0,train
PAY200264,C103363,4199.03,2026-05-14 03:30:39,failed,expired_card,1,upi,138900.32,31,0.8753,0.1247,5118.88,56,0.4314,0,retry,send_payment_link,1,4199.03,train
PAY200265,C100209,4972.95,2026-07-26 10:09:45,failed,expired_card,1,upi,57239.74,10,0.8501,0.1499,6733.66,26,0.5057,1,retry,send_payment_link,0,0.0,train
PAY200266,C100902,3404.01,2026-07-06 20:46:31,failed,network_error,1,card,10030.5,3,0.7641,0.2359,4375.87,43,0.8805,0,retry,schedule_retry,1,3404.01,test
PAY200267,C101716,9004.32,2026-01-13 09:00:17,failed,network_error,2,netbanking,109909.61,10,0.9705,0.0295,11325.07,35,0.7893,0,retry,schedule_retry,0,0.0,train
PAY200268,C103519,70063.54,2026-01-14 03:12:53,failed,bank_decline,1,card,1571008.29,27,0.9843,0.0157,59113.89,118,0.6421,1,retry,escalate,1,70063.54,train
PAY200269,C100950,24641.33,2026-04-04 10:42:43,failed,bank_decline,1,card,540210.06,27,0.9122,0.0878,21932.37,15,0.6691,0,retry,retry,0,0.0,validation
PAY200270,C103888,3991.17,2026-06-10 21:40:01,failed,expired_card,2,netbanking,91072.6,39,0.6083,0.3917,3839.15,40,0.2092,0,retry,send_payment_link,0,0.0,test
PAY200271,C103825,31824.8,2026-04-24 02:55:19,failed,bank_decline,1,upi,477370.39,28,0.818,0.182,20841.33,32,0.6039,0,retry,send_payment_link,1,31824.8,train
PAY200272,C100379,51323.17,2026-06-01 05:27:50,failed,expired_card,1,card,438513.91,26,0.9585,0.0415,17595.99,64,0.5654,1,retry,escalate,0,0.0,train
PAY200273,C101453,13658.21,2026-03-03 18:48:44,failed,insufficient_funds,3,upi,184131.27,26,0.6193,0.3807,11435.63,95,0.2834,1,stop,stop,0,0.0,test
PAY200274,C101035,4735.28,2026-03-20 10:42:47,failed,network_error,3,netbanking,29492.38,10,0.8558,0.1442,3446.02,102,0.6405,0,stop,stop,0,0.0,test
PAY200275,C101957,1525.11,2026-06-28 12:58:43,failed,payment_method_invalid,1,upi,2330.14,2,0.8427,0.1573,1382.58,3,0.3339,1,retry,send_payment_link,0,0.0,train
PAY200276,C103697,3976.61,2026-02-16 21:18:36,failed,insufficient_funds,1,card,4196.92,2,0.662,0.338,3169.75,99,0.622,1,retry,retry,0,0.0,validation
PAY200277,C101501,8427.25,2026-01-29 14:37:04,failed,insufficient_funds,2,upi,90473.5,9,0.6756,0.3244,14879.61,66,0.4806,0,retry,send_payment_link,1,8427.25,train
PAY200278,C102651,11916.28,2026-04-05 20:27:52,failed,expired_card,1,card,487655.98,18,0.8823,0.1177,30707.8,79,0.4564,0,retry,send_payment_link,1,11916.28,test
PAY200279,C100548,7498.53,2026-02-05 16:16:14,failed,insufficient_funds,3,card,766184.03,49,0.995,0.005,15714.98,21,0.6811,1,stop,stop,0,0.0,train
PAY200280,C102280,5805.99,2026-03-25 01:20:52,failed,network_error,3,card,74024.68,11,0.9315,0.0685,7224.63,42,0.7055,1,stop,retry,1,5805.99,validation
PAY200281,C101410,65369.34,2026-01-16 11:39:07,failed,expired_card,2,netbanking,905749.3,25,0.8943,0.1057,40514.09,48,0.4069,0,retry,escalate,1,65369.34,train
