customer_id,segment,customer_lifetime_value,customer_total_payments,customer_success_rate,customer_failure_rate,average_payment,days_since_last_success
C100449,regular,50180.7,8,0.965,0.035,6500.32,8
C100450,new,9380.55,4,0.7835,0.2165,2993.08,54
C100451,high_value,387283.62,36,0.9848,0.0152,10924.35,16
C100452,regular,199399.5,21,0.9892,0.0108,9598.49,22
C100453,new,4265.66,1,0.8677,0.1323,4916.18,47
C100454,new,6908.27,3,0.7772,0.2228,2962.84,22
C100455,new,6364.46,3,0.756,0.244,2806.04,13
C100456,at_risk,18607.45,15,0.5786,0.4214,2143.96,35
C100457,regular,70922.49,18,0.954,0.046,4130.28,68
C100458,high_value,789542.63,34,0.8983,0.1017,25851.74,63
C100459,regular,352097.48,33,0.8986,0.1014,11873.15,20
C100460,regular,173269.32,28,0.9146,0.0854,6765.85,15
C100461,new,15605.18,3,0.7574,0.2426,6868.19,18
C100462,at_risk,135452.28,19,0.6326,0.3674,11269.62,63
C100463,regular,188992.65,32,0.995,0.005,5935.7,18
C100464,regular,58450.27,30,0.9045,0.0955,2153.99,89
C100465,regular,80114.09,17,0.8904,0.1096,5292.63,46
C100466,regular,205756.43,27,0.9557,0.0443,7973.93,32
C100467,at_risk,47497.46,12,0.6308,0.3692,6274.95,20
C100468,new,26821.99,4,0.8448,0.1552,7937.66,35
C100469,regular,93438.33,6,0.9174,0.0826,16975.0,13
C100470,regular,175653.31,22,0.8988,0.1012,8883.02,9
C100471,regular,70139.01,7,0.8297,0.1703,12076.01,46
C100472,new,25033.44,5,0.7071,0.2929,7080.48,32
C100473,new,4376.09,2,0.6974,0.3026,3137.46,55
C100474,regular,83672.1,27,0.9271,0.0729,3342.75,40
C100475,regular,174925.36,34,0.8487,0.1513,6062.06,20
C100476,regular,307358.73,25,0.9665,0.0335,12720.47,63
C100477,regular,109063.47,30,0.9114,0.0886,3989.03,22
C100478,regular,119238.05,12,0.899,0.101,11052.7,75
C100479,regular,288458.75,34,0.872,0.128,9729.15,21
C100480,regular,148921.46,21,0.938,0.062,7560.22,10
C100481,regular,118508.54,25,0.8738,0.1262,5424.99,83
C100482,regular,91586.05,28,0.8657,0.1343,3778.55,20
C100483,regular,399057.95,24,0.9635,0.0365,17257.74,22
C100484,new,3466.44,5,0.796,0.204,871.01,10
C100485,regular,124136.37,15,0.8994,0.1006,9201.13,30
C100486,regular,169279.49,23,0.9389,0.0611,7839.23,12
C100487,regular,113173.22,24,0.9104,0.0896,5179.64,80
C100488,regular,184616.62,30,0.9272,0.0728,6636.81,24
C100489,regular,118071.8,19,0.8732,0.1268,7116.36,15
C100490,regular,161169.01,20,0.995,0.005,8098.94,34
C100491,regular,172092.07,20,0.8839,0.1161,9734.63,127
C100492,regular,37281.08,9,0.98,0.02,4226.79,35
C100493,regular,20924.51,8,0.9015,0.0985,2901.34,27
C100494,high_value,4871977.5,66,0.995,0.005,74188.78,33
C100495,regular,38523.54,6,0.943,0.057,6808.4,57
C100496,regular,59773.38,25,0.9616,0.0384,2486.39,54
C100497,regular,85403.89,18,0.8722,0.1278,5440.05,39
C100498,regular,145947.75,31,0.9584,0.0416,4912.33,64
C100499,regular,219955.67,26,0.9931,0.0069,8518.7,34
C100500,high_value,1348961.95,35,0.9484,0.0516,40640.49,29
C100501,high_value,164982.3,16,0.9616,0.0384,10723.59,34
C100502,at_risk,126586.66,16,0.5964,0.4036,13264.71,21
C100503,regular,172988.49,10,0.8944,0.1056,19341.06,58
C100504,regular,17613.19,8,0.987,0.013,2230.62,20
C100505,high_value,2483388.71,63,0.9148,0.0852,43089.7,5
C100506,regular,315189.34,16,0.8676,0.1324,22705.43,9
C100507,high_value,573768.17,29,0.995,0.005,19884.53,42
C100508,regular,171649.22,32,0.9381,0.0619,5717.95,18
C100509,new,2782.57,1,0.8754,0.1246,3178.56,54
C100510,new,3249.27,2,0.7597,0.2403,2138.44,32
C100511,high_value,2754203.16,65,0.9657,0.0343,43878.14,58
C100512,new,4827.2,2,0.7503,0.2497,3216.98,5
C100513,regular,50489.11,7,0.9164,0.0836,7870.31,20
C100514,regular,27259.71,11,0.8302,0.1698,2985.13,15
C100515,new,9173.2,5,0.8108,0.1892,2262.69,143
C100516,regular,62389.67,6,0.9246,0.0754,11246.78,23
C100517,high_value,1120107.75,57,0.9574,0.0426,20525.18,8
C100518,new,2632.78,1,0.7624,0.2376,3453.13,41
C100519,high_value,1688330.98,63,0.9197,0.0803,29137.6,14
C100520,high_value,1329574.27,60,0.9927,0.0073,22321.47,62
C100521,regular,96917.41,17,0.8573,0.1427,6649.97,69
C100522,new,2860.58,2,0.803,0.197,1781.1,15
C100523,regular,212585.25,34,0.995,0.005,6283.93,18
C100524,new,3867.76,3,0.8468,0.1532,1522.41,39
C100525,regular,47155.97,25,0.8423,0.1577,2239.47,63
C100526,at_risk,110827.17,17,0.5958,0.4042,10941.14,42
C100527,at_risk,61166.82,15,0.639,0.361,6381.86,23
C100528,high_value,632610.36,22,0.9568,0.0432,30052.15,10
C100529,regular,114674.73,20,0.847,0.153,6769.25,95
C100530,regular,95981.65,10,0.9273,0.0727,10350.22,43
C100531,regular,83065.67,16,0.9095,0.0905,5707.89,108
C100532,regular,259076.07,21,0.995,0.005,12398.95,47
C100533,regular,141589.47,13,0.8986,0.1014,12120.46,99
C100534,new,32255.89,5,0.8326,0.1674,7748.6,17
C100535,regular,101319.44,26,0.853,0.147,4568.57,18
C100536,regular,458972.99,34,0.8637,0.1363,15628.79,28
C100537,new,4542.27,3,0.8125,0.1875,1863.55,16
C100538,new,14506.56,5,0.8288,0.1712,3500.75,7
C100539,high_value,986610.78,49,0.9169,0.0831,21959.36,19
C100540,at_risk,183558.44,19,0.6211,0.3789,15555.03,47
C100541,regular,62148.91,11,0.8478,0.1522,6663.96,11
C100542,high_value,934317.49,37,0.9518,0.0482,26529.34,12
C100543,at_risk,132233.09,22,0.6577,0.3423,9139.34,20
C100544,new,19798.71,4,0.7604,0.2396,6509.08,14
C100545,regular,78054.66,13,0.8988,0.1012,6680.29,21
C100546,regular,53072.84,9,0.8592,0.1408,6863.67,29
C100547,new,19044.36,4,0.7508,0.2492,6341.15,12
C100548,high_value,766184.03,49,0.995,0.005,15714.98,21
C100549,regular,166509.39,27,0.9133,0.0867,6752.59,31
C100550,regular,25141.55,19,0.8649,0.1351,1529.94,16
C100551,new,17973.9,4,0.7658,0.2342,5867.42,10
C100552,new,3017.65,1,0.7081,0.2919,4261.52,17
C100553,at_risk,148207.19,29,0.5744,0.4256,8897.85,24
C100554,new,14140.88,3,0.8412,0.1588,5603.35,7
C100555,regular,74250.87,14,0.9036,0.0964,5869.52,47
C100556,regular,36654.12,12,0.995,0.005,3069.86,25
C100557,regular,115202.51,8,0.9057,0.0943,15899.49,17
C100558,regular,268404.55,19,0.9084,0.0916,15551.36,8
C100559,regular,243747.81,25,0.9388,0.0612,10385.06,43
C100560,new,16910.98,3,0.6597,0.3403,8544.35,69
C100561,regular,62886.05,12,0.9192,0.0808,5701.02,20
C100562,high_value,2107570.15,56,0.9578,0.0422,39293.54,102
C100563,regular,21883.95,6,0.9769,0.0231,3733.68,30
C100564,regular,82011.7,19,0.9534,0.0466,4527.33,31
C100565,regular,406313.86,25,0.859,0.141,18920.67,56
C100566,high_value,1380583.23,42,0.995,0.005,33036.21,45
C100567,new,7088.43,2,0.7682,0.2318,4613.69,11
C100568,regular,61782.18,16,0.8693,0.1307,4441.95,19
C100569,regular,21254.38,13,0.9189,0.0811,1779.31,63
C100570,regular,103191.86,10,0.9009,0.0991,11454.62,45
C100571,high_value,392614.43,32,0.995,0.005,12330.86,102
C100572,regular,370668.72,27,0.9253,0.0747,14836.33,40
C100573,high_value,3263191.27,65,0.9693,0.0307,51795.41,46
C100574,high_value,1381675.39,51,0.995,0.005,27227.81,17
C100575,regular,465862.65,30,0.9592,0.0408,16189.63,68
C100576,at_risk,71880.14,15,0.6553,0.3447,7313.12,3
C100577,regular,313759.46,28,0.9739,0.0261,11506.29,35
C100578,high_value,2039810.04,63,0.9874,0.0126,32791.41,47
C100579,regular,242525.3,21,0.9175,0.0825,12586.67,39
C100580,regular,168035.52,26,0.9658,0.0342,6692.02,31
C100581,regular,31952.08,17,0.9059,0.0941,2074.75,28
C100582,new,828.64,1,0.7815,0.2185,1060.33,32
C100583,regular,39106.47,6,0.9875,0.0125,6600.44,13
C100584,at_risk,563050.12,34,0.693,0.307,23897.0,38
C100585,regular,133158.6,16,0.9096,0.0904,9149.21,17
C100586,new,1885.59,1,0.7596,0.2404,2482.38,20
C100587,regular,153093.13,26,0.9758,0.0242,6033.96,12
C100588,new,17964.18,4,0.816,0.184,5503.61,163
C100589,new,7396.64,4,0.7942,0.2058,2328.33,36
C100590,at_risk,63986.1,21,0.6055,0.3945,5032.0,9
C100591,regular,130628.18,24,0.9249,0.0751,5884.62,34
C100592,regular,118215.95,34,0.909,0.091,3824.92,68
C100593,regular,112111.3,34,0.8801,0.1199,3746.59,38
C100594,new,15767.25,2,0.7858,0.2142,10032.52,30
C100595,regular,214104.14,13,0.9219,0.0781,17863.93,16
C100596,regular,97651.35,6,0.8931,0.1069,18223.15,38
C100597,regular,80214.93,13,0.9507,0.0493,6490.54,52
C100598,at_risk,131932.28,30,0.678,0.322,6486.37,53
C100599,regular,224340.28,31,0.9536,0.0464,7588.55,36
C100600,regular,98648.26,29,0.8976,0.1024,3789.86,36
C100601,high_value,1271439.22,28,0.994,0.006,45682.09,75
C100602,at_risk,20085.64,9,0.6235,0.3765,3579.32,70
C100603,high_value,1982495.07,61,0.9044,0.0956,35935.68,27
C100604,at_risk,91775.81,11,0.6503,0.3497,12830.39,97
C100605,high_value,1761286.16,32,0.9666,0.0334,56943.48,10
C100606,high_value,1016125.11,40,0.995,0.005,25530.78,37
C100607,new,11361.77,4,0.8456,0.1544,3359.18,39
C100608,high_value,3259201.57,62,0.992,0.008,52991.61,15
C100609,regular,68210.3,8,0.9212,0.0788,9255.5,8
C100610,regular,156953.12,10,0.9174,0.0826,17109.08,16
C100611,regular,53332.72,22,0.8648,0.1352,2803.1,59
C100612,at_risk,59371.73,20,0.5417,0.4583,5479.67,61
C100613,at_risk,58187.51,17,0.5807,0.4193,5893.9,50
C100614,regular,190402.59,25,0.9079,0.0921,8389.14,18
C100615,high_value,944287.33,34,0.8653,0.1347,32098.39,61
C100616,high_value,1038914.86,28,0.9355,0.0645,39662.09,19
C100617,regular,267199.1,34,0.8989,0.1011,8743.1,38
C100618,new,11398.72,4,0.7703,0.2297,3699.41,31
C100619,new,27273.05,5,0.7502,0.2498,7270.66,23
C100620,high_value,2299899.54,65,0.9446,0.0554,37456.99,49
C100621,regular,231671.41,27,0.9876,0.0124,8688.37,55
C100622,at_risk,81726.57,22,0.6498,0.3502,5716.93,17
C100623,regular,170349.06,12,0.8848,0.1152,16044.27,33
C100624,at_risk,51407.65,10,0.6169,0.3831,8332.89,53
C100625,regular,126698.54,7,0.9087,0.0913,19917.77,1
C100626,high_value,3735447.69,68,0.9254,0.0746,59358.72,42
C100627,new,11582.55,5,0.7454,0.2546,3107.79,54
C100628,regular,131091.01,24,0.9555,0.0445,5716.67,43
C100629,high_value,1343474.6,32,0.9411,0.0589,44610.72,45
C100630,at_risk,42527.31,21,0.5707,0.4293,3548.23,30
C100631,high_value,698348.55,31,0.9581,0.0419,23513.56,52
C100632,new,15411.36,5,0.7853,0.2147,3924.91,11
C100633,regular,170057.4,22,0.8212,0.1788,9412.59,16
C100634,new,4886.02,1,0.7782,0.2218,6278.89,44
C100635,new,4403.86,4,0.8191,0.1809,1344.18,52
C100636,regular,202679.15,32,0.9303,0.0697,6808.22,68
C100637,regular,100501.1,22,0.995,0.005,4591.19,88
C100638,high_value,566413.76,27,0.995,0.005,21083.71,18
C100639,high_value,464707.78,16,0.995,0.005,29190.19,13
C100640,high_value,884295.72,45,0.995,0.005,19749.76,59
C100641,high_value,484873.08,29,0.9941,0.0059,16818.71,23
C100642,new,4578.49,2,0.7873,0.2127,2907.57,31
C100643,regular,143911.74,20,0.9538,0.0462,7543.98,55
C100644,regular,116492.8,14,0.8848,0.1152,9403.92,37
C100645,high_value,547770.0,61,0.9648,0.0352,9307.02,51
C100646,new,13514.71,3,0.7509,0.2491,5999.72,16
C100647,regular,54365.69,8,0.9279,0.0721,7323.68,40
C100648,regular,109296.1,31,0.8807,0.1193,4003.43,39
C100649,new,10944.08,4,0.7491,0.2509,3652.47,67
C100650,regular,135648.81,29,0.9286,0.0714,5037.17,77
C100651,high_value,292908.0,24,0.9538,0.0462,12795.62,22
C100652,regular,41643.98,10,0.8233,0.1767,5058.41,14
C100653,regular,89796.31,26,0.8445,0.1555,4089.64,53
C100654,high_value,3979418.55,49,0.9084,0.0916,89404.49,7
C100655,regular,107542.01,16,0.8703,0.1297,7723.36,55
C100656,high_value,859378.7,42,0.9786,0.0214,20907.8,58
C100657,regular,135448.75,18,0.9199,0.0801,8180.59,21
C100658,regular,320141.02,30,0.9579,0.0421,11139.94,2
C100659,regular,114840.81,30,0.9439,0.0561,4055.65,62
C100660,regular,49870.15,11,0.9582,0.0418,4731.25,81
C100661,high_value,4050513.94,48,0.9874,0.0126,85464.45,77
C100662,new,28685.37,4,0.7894,0.2106,9084.14,79
C100663,new,3126.95,3,0.8295,0.1705,1256.6,10
C100664,regular,203572.91,14,0.9514,0.0486,15284.14,33
C100665,regular,159611.37,29,0.9269,0.0731,5937.75,39
C100666,high_value,782459.61,21,0.995,0.005,37447.22,35
C100667,at_risk,27769.84,29,0.5144,0.4856,1861.41,51
C100668,regular,189678.73,32,0.8969,0.1031,6608.62,13
C100669,regular,42325.47,8,0.8962,0.1038,5903.2,7
C100670,new,4853.12,5,0.8319,0.1681,1166.8,5
C100671,regular,356627.16,30,0.9807,0.0193,12121.36,63
C100672,at_risk,179270.22,30,0.5547,0.4453,10771.99,10
C100673,regular,241090.98,20,0.9735,0.0265,12382.66,35
C100674,regular,236411.98,23,0.8573,0.1427,11989.92,20
C100675,regular,45306.77,8,0.8586,0.1414,6595.68,21
C100676,at_risk,16044.91,13,0.6095,0.3905,2025.12,28
C100677,regular,90077.19,25,0.8957,0.1043,4022.74,21
C100678,new,4097.54,1,0.7099,0.2901,5772.23,7
C100679,regular,440040.05,25,0.9392,0.0608,18740.17,28
C100680,new,4980.47,1,0.8106,0.1894,6144.38,17
C100681,regular,249172.95,25,0.9574,0.0426,10410.05,16
C100682,new,2347.53,1,0.7605,0.2395,3086.85,96
C100683,regular,128582.96,28,0.9082,0.0918,5056.32,9
C100684,regular,426492.02,33,0.9086,0.0914,14223.6,27
C100685,regular,143204.68,30,0.986,0.014,4841.46,37
C100686,regular,298333.55,27,0.7825,0.2175,14121.37,96
C100687,at_risk,136704.7,17,0.5769,0.4231,13938.17,12
C100688,high_value,1121191.93,40,0.9602,0.0398,29190.13,75
C100689,regular,429117.98,34,0.8611,0.1389,14656.13,27
C100690,regular,87943.58,25,0.8984,0.1016,3915.67,28
C100691,high_value,614577.81,49,0.9543,0.0457,13142.67,49
C100692,regular,197013.22,25,0.8804,0.1196,8951.04,82
C100693,regular,191598.45,21,0.9129,0.0871,9994.22,21
C100694,at_risk,328496.35,23,0.6483,0.3517,22031.75,39
C100695,regular,689622.1,28,0.8994,0.1006,27385.19,35
C100696,high_value,932601.92,33,0.9396,0.0604,30077.14,34
C100697,regular,31200.57,8,0.9025,0.0975,4321.21,55
C100698,regular,260019.02,20,0.9097,0.0903,14292.01,18
C100699,regular,98240.0,18,0.8317,0.1683,6562.31,24
C100700,regular,97811.74,32,0.9308,0.0692,3283.97,7
C100701,regular,43310.08,8,0.8897,0.1103,6084.89,46
C100702,new,18996.41,5,0.8368,0.1632,4540.42,33
C100703,high_value,5279253.38,63,0.9866,0.0134,84936.04,81
C100704,regular,150377.58,24,0.9627,0.0373,6508.82,12
C100705,regular,34525.89,11,0.8645,0.1355,3630.65,104
C100706,high_value,2932771.52,44,0.9433,0.0567,70661.27,52
C100707,high_value,1072301.02,34,0.9041,0.0959,34884.01,50
C100708,regular,210120.16,31,0.8783,0.1217,7717.56,20
C100709,regular,319117.71,30,0.9663,0.0337,11007.72,26
C100710,at_risk,113599.34,23,0.6869,0.3131,7190.04,22
C100711,regular,76321.69,12,0.8583,0.1417,7409.87,72
C100712,high_value,239722.18,16,0.9394,0.0606,15949.54,6
C100713,at_risk,367332.11,32,0.6166,0.3834,18617.69,29
C100714,high_value,419502.1,24,0.9864,0.0136,17721.11,30
C100715,new,11944.12,3,0.7008,0.2992,5681.11,22
C100716,regular,125320.8,31,0.8379,0.1621,4824.89,15
C100717,new,4961.75,3,0.802,0.198,2062.16,3
C100718,regular,98515.77,20,0.8223,0.1777,5990.31,29
C100719,at_risk,85033.43,18,0.5999,0.4001,7874.86,46
C100720,regular,202216.06,34,0.9173,0.0827,6483.78,33
C100721,regular,183681.22,27,0.9287,0.0713,7325.26,15
C100722,new,6841.01,4,0.7736,0.2264,2210.71,31
C100723,at_risk,382302.21,28,0.6035,0.3965,22622.57,82
C100724,new,9716.36,3,0.818,0.182,3959.37,18
C100725,new,14982.64,3,0.7928,0.2072,6299.19,36
C100726,regular,63252.81,6,0.8809,0.1191,11967.67,40
C100727,new,1282.23,1,0.7817,0.2183,1640.32,9
C100728,regular,76993.75,11,0.9272,0.0728,7548.65,25
C100729,regular,50439.37,17,0.9873,0.0127,3005.12,25
C100730,regular,54123.52,12,0.9454,0.0546,4770.86,32
C100731,new,2568.6,1,0.8347,0.1653,3077.44,70
C100732,new,11236.0,5,0.7525,0.2475,2986.22,11
C100733,regular,56812.97,9,0.8864,0.1136,7121.47,73
C100734,new,10600.64,3,0.7694,0.2306,4592.55,49
C100735,regular,370552.61,34,0.9035,0.0965,12062.13,106
C100736,regular,355726.29,31,0.8646,0.1354,13271.48,4
C100737,regular,300263.37,18,0.967,0.033,17251.16,2
C100738,regular,79598.17,12,0.9498,0.0502,6984.13,143
C100739,regular,97512.0,11,0.8962,0.1038,9890.97,9
C100740,new,2815.11,1,0.8089,0.1911,3480.27,16
C100741,new,3878.32,2,0.79,0.21,2454.54,16
C100742,high_value,763724.49,41,0.9924,0.0076,18770.23,47
C100743,new,11339.45,2,0.7195,0.2805,7880.02,26
C100744,regular,84440.27,32,0.9034,0.0966,2920.77,18
C100745,regular,112067.62,15,0.9074,0.0926,8233.71,94
C100746,regular,20251.51,6,0.9381,0.0619,3598.1,3
C100747,regular,94135.81,17,0.8817,0.1183,6280.22,61
C100748,high_value,1900058.1,37,0.8475,0.1525,60593.19,30
C100749,high_value,4158545.61,62,0.9113,0.0887,73599.9,17
C100750,regular,593073.4,19,0.9073,0.0927,34405.39,19
C100751,regular,168284.21,24,0.9129,0.0871,7681.06,24
C100752,regular,59765.08,15,0.9858,0.0142,4041.86,16
C100753,regular,243695.89,32,0.9362,0.0638,8134.27,55
C100754,regular,107251.61,24,0.9137,0.0863,4891.07,23
C100755,regular,118372.89,34,0.9085,0.0915,3832.02,50
C100756,regular,317339.08,16,0.9597,0.0403,20666.81,19
C100757,at_risk,123524.23,35,0.5934,0.4066,5947.08,36
C100758,new,3814.48,2,0.7737,0.2263,2465.13,36
C100759,regular,241512.82,24,0.861,0.139,11687.84,32
C100760,regular,122478.91,16,0.9739,0.0261,7860.48,75
C100761,new,4618.07,2,0.7977,0.2023,2894.75,80
C100762,new,3722.69,4,0.7482,0.2518,1243.95,53
C100763,new,1705.43,1,0.7748,0.2252,2200.99,65
C100764,at_risk,16586.78,15,0.6429,0.3571,1719.9,51
C100765,new,7525.73,2,0.7687,0.2313,4894.99,21
C100766,new,9776.53,3,0.7559,0.2441,4310.93,28
C100767,new,11636.22,3,0.7506,0.2494,5167.81,4
C100768,new,19910.45,5,0.7953,0.2047,5007.32,14
C100769,regular,121780.55,26,0.8939,0.1061,5239.88,9
C100770,regular,131591.18,27,0.8896,0.1104,5478.7,17
C100771,regular,193553.51,15,0.8499,0.1501,15182.86,38
C100772,regular,231933.04,33,0.9135,0.0865,7693.84,21
C100773,high_value,1844619.54,58,0.9518,0.0482,33412.78,57
C100774,new,52040.52,5,0.7655,0.2345,13596.02,14
C100775,high_value,565918.23,23,0.9689,0.0311,25393.75,48
C100776,regular,33766.44,30,0.9437,0.0563,1192.75,13
C100777,new,3493.9,2,0.8116,0.1884,2152.55,71
C100778,high_value,3254822.28,47,0.9849,0.0151,70315.21,14
C100779,high_value,648314.58,39,0.9492,0.0508,17513.67,43
C100780,regular,674894.19,31,0.8845,0.1155,24614.07,18
C100781,at_risk,143621.08,33,0.573,0.427,7595.07,87
C100782,regular,76196.21,12,0.8833,0.1167,7188.53,85
C100783,regular,185937.8,26,0.9109,0.0891,7851.11,42
C100784,at_risk,227104.03,16,0.5846,0.4154,24279.14,42
C100785,regular,97235.62,9,0.9143,0.0857,11816.35,54
C100786,high_value,565832.83,20,0.9166,0.0834,30867.39,48
C100787,regular,63116.39,9,0.8353,0.1647,8396.15,59
C100788,high_value,1963810.06,51,0.995,0.005,38699.58,14
C100789,regular,296163.64,34,0.8887,0.1113,9802.15,32
C100790,regular,44914.28,10,0.8723,0.1277,5148.75,19
C100791,regular,88188.98,31,0.8608,0.1392,3304.93,84
C100792,regular,126810.63,18,0.929,0.071,7583.16,10
C100793,new,3085.21,3,0.8419,0.1581,1221.57,94
C100794,new,1347.04,1,0.7619,0.2381,1768.1,32
C100795,regular,180047.36,14,0.9003,0.0997,14284.72,60
C100796,new,7339.06,4,0.8282,0.1718,2215.3,21
C100797,new,1297.8,1,0.6985,0.3015,1857.91,10
C100798,high_value,817159.37,44,0.995,0.005,18665.13,82
C100799,regular,36231.89,8,0.995,0.005,4551.75,45
C100800,high_value,336770.83,19,0.8382,0.1618,21145.87,11
C100801,regular,98604.89,25,0.9056,0.0944,4355.28,29
C100802,high_value,751760.34,40,0.9276,0.0724,20259.86,27
C100803,regular,297070.37,26,0.8981,0.1019,12722.38,44
C100804,new,2831.33,1,0.7612,0.2388,3719.7,14
C100805,new,25805.57,4,0.8165,0.1835,7900.99,11
C100806,regular,86909.16,19,0.9049,0.0951,5054.69,35
C100807,new,7036.4,1,0.739,0.261,9521.39,15
C100808,regular,135697.52,29,0.9023,0.0977,5186.16,84
C100809,at_risk,116560.0,16,0.6432,0.3568,11326.79,56
C100810,new,10590.73,3,0.7267,0.2733,4857.69,55
C100811,new,9937.7,1,0.7059,0.2941,14077.67,4
C100812,at_risk,109658.16,27,0.7097,0.2903,5722.93,21
C100813,regular,69967.33,15,0.8811,0.1189,5293.99,25
C100814,new,8593.43,4,0.7738,0.2262,2776.3,13
C100815,high_value,3388306.92,55,0.9421,0.0579,65391.82,48
C100816,high_value,2709123.47,32,0.9847,0.0153,85978.68,43
C100817,regular,130361.06,21,0.9898,0.0102,6271.8,53
C100818,regular,35849.24,14,0.9361,0.0639,2735.46,64
C100819,regular,89464.74,22,0.8417,0.1583,4831.54,62
C100820,new,3477.23,4,0.7177,0.2823,1211.22,151
C100821,regular,59233.8,9,0.892,0.108,7378.01,31
C100822,regular,125381.15,19,0.8979,0.1021,7349.14,27
C100823,regular,214844.26,21,0.8325,0.1675,12288.92,47
C100824,high_value,1081042.63,34,0.995,0.005,31955.15,72
C100825,new,15222.24,3,0.7311,0.2689,6940.19,7
C100826,regular,384308.24,22,0.9772,0.0228,17876.16,16
C100827,regular,266649.63,18,0.9919,0.0081,14934.41,20
C100828,high_value,515775.96,21,0.9488,0.0512,25885.35,33
C100829,regular,239865.73,24,0.9298,0.0702,10749.52,22
C100830,regular,102367.03,20,0.8546,0.1454,5989.44,65
C100831,regular,60596.43,14,0.9381,0.0619,4614.09,37
C100832,regular,69915.46,12,0.8876,0.1124,6564.23,29
C100833,regular,185369.29,24,0.8611,0.1389,8969.86,44
C100834,high_value,531075.37,26,0.947,0.053,21569.6,5
C100835,regular,299694.61,33,0.889,0.111,10215.11,42
C100836,high_value,1930403.58,68,0.9454,0.0546,30028.83,15
C100837,at_risk,170706.32,26,0.6627,0.3373,9906.86,57
C100838,regular,216246.18,27,0.8747,0.1253,9156.82,6
C100839,regular,144201.82,24,0.9881,0.0119,6080.92,46
C100840,new,3815.71,5,0.7204,0.2796,1059.37,15
C100841,high_value,1080720.44,49,0.995,0.005,22166.35,73
C100842,regular,277113.52,32,0.8643,0.1357,10019.93,7
C100843,regular,378666.99,32,0.91,0.09,13004.33,32
C100844,new,4871.85,3,0.7579,0.2421,2142.58,52
C100845,high_value,644721.92,24,0.9445,0.0555,28440.97,40
C100846,regular,199571.89,20,0.9461,0.0539,10547.52,40
C100847,regular,56185.27,9,0.9775,0.0225,6386.55,10
C100848,new,4091.05,1,0.8336,0.1664,4907.85,10
C100849,at_risk,217210.21,24,0.6018,0.3982,15039.39,39
C100850,new,2581.39,1,0.7883,0.2117,3274.66,35
C100851,new,4605.08,2,0.7448,0.2552,3091.46,13
C100852,high_value,1413228.04,41,0.9154,0.0846,37655.36,12
